Commodity,Pid,Year,Production,Consumption,Country
Renewable energy,54,2001,0,0,Cyprus
Renewable energy,54,2002,0,0,Cyprus
Renewable energy,54,2003,0,0,Cyprus
Renewable energy,5.40E+01,2004,7.36E-06,7.36E-06,Cyprus
Renewable energy,5.40E+01,2005,8.92E-06,8.92E-06,Cyprus
Renewable energy,5.40E+01,2006,1.45E-05,1.45E-05,Cyprus
Renewable energy,5.40E+01,2007,3.34E-05,7.03E-05,Cyprus
Renewable energy,54,2008,0.00014593,0.000737942,Cyprus
Renewable energy,54,2009,0.00029614,0.000925124,Cyprus
Renewable energy,54,2010,0.000685215,0.001277215,Cyprus
Renewable energy,54,2011,0.00166061,0.00232661,Cyprus
Renewable energy,54,2012,0.002383091,0.003049091,Cyprus
Renewable energy,54,2013,0.003013916,0.003642916,Cyprus
Renewable energy,54,2014,0.002913413,0.003320413,Cyprus
Renewable energy,54,2015,0.003640599,0.004047599,Cyprus
Renewable energy,54,2016,0.003844546,0.004214546,Cyprus
Renewable energy,54,2017,0.00391698,0.00427588,Cyprus
Renewable energy,54,2018,0.004149789,0.004524229,Cyprus
Renewable energy,54,2019,0.004579495,0.005049025,Cyprus
Renewable energy,55,1965,0,0,Czech Republic
Renewable energy,55,1966,0,0,Czech Republic
Renewable energy,55,1967,0,0,Czech Republic
Renewable energy,55,1968,0,0,Czech Republic
Renewable energy,55,1969,0,0,Czech Republic
Renewable energy,55,1970,0,0,Czech Republic
Renewable energy,55,1971,0,0,Czech Republic
Renewable energy,55,1972,0,0,Czech Republic
Renewable energy,55,1973,0,0,Czech Republic
Renewable energy,55,1974,0,0,Czech Republic
Renewable energy,55,1975,0,0,Czech Republic
Renewable energy,55,1976,0,0,Czech Republic
Renewable energy,55,1977,0,0,Czech Republic
Renewable energy,55,1978,0,0,Czech Republic
Renewable energy,55,1979,0,0,Czech Republic
Renewable energy,55,1980,0,0,Czech Republic
Renewable energy,55,1981,0,0,Czech Republic
Renewable energy,55,1982,0,0,Czech Republic
Renewable energy,55,1983,0,0,Czech Republic
Renewable energy,55,1984,0,0,Czech Republic
Renewable energy,55,1985,0,0,Czech Republic
Renewable energy,55,1986,0,0,Czech Republic
Renewable energy,55,1987,0,0,Czech Republic
Renewable energy,55,1988,0,0,Czech Republic
Renewable energy,55,1989,0,0,Czech Republic
Renewable energy,55,1990,0,0,Czech Republic
Renewable energy,55,1991,0,0,Czech Republic
Renewable energy,5.50E+01,1992,0,7.16E-05,Czech Republic
Renewable energy,55,1993,0.00221,0.002363511,Czech Republic
Renewable energy,55,1994,0.00309,0.003383022,Czech Republic
Renewable energy,55,1995,0.00405,0.004712993,Czech Republic
Renewable energy,55,1996,0.00292,0.003838302,Czech Republic
Renewable energy,55,1997,0.00494,0.006288578,Czech Republic
Renewable energy,55,1998,0.00587,0.007337453,Czech Republic
Renewable energy,55,1999,0.00683,0.008669325,Czech Republic
Renewable energy,55,2000,0.00517,0.007673816,Czech Republic
Renewable energy,55,2001,0.00510861,0.006999118,Czech Republic
Renewable energy,55,2002,0.004892052,0.007527643,Czech Republic
Renewable energy,55,2003,0.004844019,0.00737806,Czech Republic
Renewable energy,55,2004,0.00575778,0.007052454,Czech Republic
Renewable energy,55,2005,0.006484682,0.006595674,Czech Republic
Renewable energy,55,2006,0.009256211,0.01001512,Czech Republic
Renewable energy,55,2007,0.01256676,0.01334376,Czech Republic
Renewable energy,55,2008,0.016289501,0.020962713,Czech Republic
Renewable energy,55,2009,0.02114511,0.029455391,Czech Republic
Renewable energy,55,2010,0.029074139,0.038984159,Czech Republic
Renewable energy,55,2011,0.048699984,0.061387189,Czech Republic
Renewable energy,55,2012,0.055189594,0.066827699,Czech Republic
Renewable energy,55,2013,0.060314895,0.072024794,Czech Republic
Renewable energy,55,2014,0.066518106,0.079912688,Czech Republic
Renewable energy,55,2015,0.06947006,0.08201149,Czech Republic
Renewable energy,55,2016,0.066944743,0.079649243,Czech Republic
Renewable energy,55,2017,0.069740757,0.083000357,Czech Republic
Renewable energy,55,2018,0.069576401,0.082624901,Czech Republic
Renewable energy,55,2019,0.070483323,0.084855223,Czech Republic
Renewable energy,48,1995,,,Congo (Kinshasa)
Renewable energy,48,1996,,,Congo (Kinshasa)
Renewable energy,48,1997,,,Congo (Kinshasa)
Renewable energy,48,1998,,,Congo (Kinshasa)
Renewable energy,48,1999,,,Congo (Kinshasa)
Renewable energy,48,2000,,,Congo (Kinshasa)
Renewable energy,48,2001,,,Congo (Kinshasa)
Renewable energy,48,2002,,,Congo (Kinshasa)
Renewable energy,48,2003,,,Congo (Kinshasa)
Renewable energy,48,2004,,,Congo (Kinshasa)
Renewable energy,48,2005,,,Congo (Kinshasa)
Renewable energy,48,2006,,,Congo (Kinshasa)
Renewable energy,48,2007,,,Congo (Kinshasa)
Renewable energy,48,2008,,,Congo (Kinshasa)
Renewable energy,48,2009,,,Congo (Kinshasa)
Renewable energy,48,2010,,,Congo (Kinshasa)
Renewable energy,48,2011,,,Congo (Kinshasa)
Renewable energy,48,2012,,,Congo (Kinshasa)
Renewable energy,48,2013,,,Congo (Kinshasa)
Renewable energy,48,2014,,,Congo (Kinshasa)
Renewable energy,48,2015,,,Congo (Kinshasa)
Renewable energy,48,2016,,,Congo (Kinshasa)
Renewable energy,48,2017,,,Congo (Kinshasa)
Renewable energy,48,2018,,,Congo (Kinshasa)
Renewable energy,48,2019,,,Congo (Kinshasa)
Renewable energy,57,1965,0,0,Denmark
Renewable energy,57,1966,0,0,Denmark
Renewable energy,57,1967,0,0,Denmark
Renewable energy,57,1968,0,0,Denmark
Renewable energy,57,1969,0,0,Denmark
Renewable energy,57,1970,0,0,Denmark
Renewable energy,57,1971,0,0,Denmark
Renewable energy,57,1972,0,0,Denmark
Renewable energy,57,1973,0,0,Denmark
Renewable energy,57,1974,0,0,Denmark
Renewable energy,57,1975,0,0,Denmark
Renewable energy,57,1976,0,0,Denmark
Renewable energy,57,1977,0,0,Denmark
Renewable energy,57,1978,0.00003,0.00003,Denmark
Renewable energy,57,1979,0.00006,0.00006,Denmark
Renewable energy,57,1980,0.000105,0.000105,Denmark
Renewable energy,57,1981,0.000105,0.000105,Denmark
Renewable energy,57,1982,0.000185,0.000185,Denmark
Renewable energy,57,1983,0.000601,0.000601,Denmark
Renewable energy,57,1984,0.000662,0.000662,Denmark
Renewable energy,57,1985,0.000874,0.000874,Denmark
Renewable energy,57,1986,0.001766,0.001766,Denmark
Renewable energy,57,1987,0.002348,0.002348,Denmark
Renewable energy,57,1988,0.003717,0.003717,Denmark
Renewable energy,57,1989,0.005544,0.005544,Denmark
Renewable energy,57,1990,0.008203,0.008203,Denmark
Renewable energy,57,1991,0.010951,0.010951,Denmark
Renewable energy,57,1992,0.014364,0.014364,Denmark
Renewable energy,57,1993,0.017622,0.017622,Denmark
Renewable energy,57,1994,0.017103997,0.017103997,Denmark
Renewable energy,57,1995,0.018241405,0.018241405,Denmark
Renewable energy,57,1996,0.020592443,0.020592443,Denmark
Renewable energy,57,1997,0.029101868,0.029101868,Denmark
Renewable energy,57,1998,0.03898457,0.03898457,Denmark
Renewable energy,57,1999,0.043487895,0.043487895,Denmark
Renewable energy,57,2000,0.055420056,0.055420056,Denmark
Renewable energy,57,2001,0.057809944,0.057809944,Denmark
Renewable energy,57,2002,0.066701495,0.066701495,Denmark
Renewable energy,57,2003,0.079007379,0.079007379,Denmark
Renewable energy,57,2004,0.09253776,0.09253776,Denmark
Renewable energy,57,2005,0.094805875,0.094805875,Denmark
Renewable energy,57,2006,0.088337019,0.088508189,Denmark
Renewable energy,57,2007,0.098290626,0.098546281,Denmark
Renewable energy,57,2008,0.095705715,0.09601124,Denmark
Renewable energy,57,2009,0.094864794,0.095317161,Denmark
Renewable energy,57,2010,0.11648194,0.117726431,Denmark
Renewable energy,57,2011,0.132142918,0.137654849,Denmark
Renewable energy,57,2012,0.137420015,0.146576105,Denmark
Renewable energy,57,2013,0.147048848,0.156180338,Denmark
Renewable energy,57,2014,0.164689129,0.174139032,Denmark
Renewable energy,57,2015,0.172469731,0.181828615,Denmark
Renewable energy,57,2016,0.166928357,0.176275665,Denmark
Renewable energy,57,2017,0.197092925,0.206459206,Denmark
Renewable energy,57,2018,0.18698572,0.19625076,Denmark
Renewable energy,57,2019,0.210031304,0.219842571,Denmark
Renewable energy,63,1965,0,0,Ecuador
Renewable energy,63,1966,0,0,Ecuador
Renewable energy,63,1967,0,0,Ecuador
Renewable energy,63,1968,0,0,Ecuador
Renewable energy,63,1969,0,0,Ecuador
Renewable energy,63,1970,0,0,Ecuador
Renewable energy,63,1971,0,0,Ecuador
Renewable energy,63,1972,0,0,Ecuador
Renewable energy,63,1973,0,0,Ecuador
Renewable energy,63,1974,0,0,Ecuador
Renewable energy,63,1975,0,0,Ecuador
Renewable energy,63,1976,0,0,Ecuador
Renewable energy,63,1977,0,0,Ecuador
Renewable energy,63,1978,0,0,Ecuador
Renewable energy,63,1979,0,0,Ecuador
Renewable energy,63,1980,0,0,Ecuador
Renewable energy,63,1981,0,0,Ecuador
Renewable energy,63,1982,0,0,Ecuador
Renewable energy,63,1983,0,0,Ecuador
Renewable energy,63,1984,0,0,Ecuador
Renewable energy,63,1985,0,0,Ecuador
Renewable energy,63,1986,0,0,Ecuador
Renewable energy,63,1987,0,0,Ecuador
Renewable energy,63,1988,0,0,Ecuador
Renewable energy,63,1989,0,0,Ecuador
Renewable energy,63,1990,0,0,Ecuador
Renewable energy,63,1991,0,0,Ecuador
Renewable energy,63,1992,0,0,Ecuador
Renewable energy,63,1993,0,0,Ecuador
Renewable energy,63,1994,0,0,Ecuador
Renewable energy,63,1995,0,0,Ecuador
Renewable energy,63,1996,0,0,Ecuador
Renewable energy,63,1997,0,0,Ecuador
Renewable energy,63,1998,0,0,Ecuador
Renewable energy,63,1999,0,0,Ecuador
Renewable energy,63,2000,0,0,Ecuador
Renewable energy,63,2001,0,0,Ecuador
Renewable energy,63,2002,0,0,Ecuador
Renewable energy,63,2003,0,0,Ecuador
Renewable energy,6.30E+01,2004,3.16E-05,3.16E-05,Ecuador
Renewable energy,63,2005,0.000996133,0.000996133,Ecuador
Renewable energy,63,2006,0.001400774,0.001400774,Ecuador
Renewable energy,63,2007,0.002101197,0.002101197,Ecuador
Renewable energy,63,2008,0.002005475,0.002005475,Ecuador
Renewable energy,63,2009,0.002075248,0.002075248,Ecuador
Renewable energy,63,2010,0.002243343,0.002359474,Ecuador
Renewable energy,63,2011,0.002627151,0.002769579,Ecuador
Renewable energy,63,2012,0.002773262,0.002948923,Ecuador
Renewable energy,63,2013,0.003282629,0.00349026,Ecuador
Renewable energy,63,2014,0.00454141,0.004886413,Ecuador
Renewable energy,63,2015,0.004941675,0.005557625,Ecuador
Renewable energy,63,2016,0.005545209,0.006381642,Ecuador
Renewable energy,63,2017,0.00487557,0.005498558,Ecuador
Renewable energy,63,2018,0.00488799,0.005742324,Ecuador
Renewable energy,63,2019,0.006299816,0.007289438,Ecuador
Renewable energy,64,1965,0,0,Egypt
Renewable energy,64,1966,0,0,Egypt
Renewable energy,64,1967,0,0,Egypt
Renewable energy,64,1968,0,0,Egypt
Renewable energy,64,1969,0,0,Egypt
Renewable energy,64,1970,0,0,Egypt
Renewable energy,64,1971,0,0,Egypt
Renewable energy,64,1972,0,0,Egypt
Renewable energy,64,1973,0,0,Egypt
Renewable energy,64,1974,0,0,Egypt
Renewable energy,64,1975,0,0,Egypt
Renewable energy,64,1976,0,0,Egypt
Renewable energy,64,1977,0,0,Egypt
Renewable energy,64,1978,0,0,Egypt
Renewable energy,64,1979,0,0,Egypt
Renewable energy,64,1980,0,0,Egypt
Renewable energy,64,1981,0,0,Egypt
Renewable energy,64,1982,0,0,Egypt
Renewable energy,64,1983,0,0,Egypt
Renewable energy,64,1984,0,0,Egypt
Renewable energy,64,1985,0,0,Egypt
Renewable energy,64,1986,0,0,Egypt
Renewable energy,64,1987,0,0,Egypt
Renewable energy,64,1988,0,0,Egypt
Renewable energy,64,1989,0,0,Egypt
Renewable energy,64,1990,0,0,Egypt
Renewable energy,64,1991,0,0,Egypt
Renewable energy,64,1992,0,0,Egypt
Renewable energy,64,1993,0,0,Egypt
Renewable energy,64,1994,0,0,Egypt
Renewable energy,64,1995,0,0,Egypt
Renewable energy,64,1996,0,0,Egypt
Renewable energy,64,1997,0,0,Egypt
Renewable energy,64,1998,0,0,Egypt
Renewable energy,64,1999,0.00012,0.00012,Egypt
Renewable energy,64,2000,0.000807,0.000807,Egypt
Renewable energy,64,2001,0.001787318,0.001787318,Egypt
Renewable energy,64,2002,0.002107452,0.002107452,Egypt
Renewable energy,64,2003,0.002814808,0.002814808,Egypt
Renewable energy,64,2004,0.00492183,0.00492183,Egypt
Renewable energy,64,2005,0.004949367,0.004949367,Egypt
Renewable energy,64,2006,0.005831904,0.005831904,Egypt
Renewable energy,64,2007,0.006346023,0.006346023,Egypt
Renewable energy,64,2008,0.008850367,0.008850367,Egypt
Renewable energy,64,2009,0.009816498,0.009816498,Egypt
Renewable energy,64,2010,0.013463469,0.013463469,Egypt
Renewable energy,64,2011,0.016227273,0.016227273,Egypt
Renewable energy,64,2012,0.017065565,0.017065565,Egypt
Renewable energy,64,2013,0.014765608,0.014765608,Egypt
Renewable energy,64,2014,0.010697877,0.010697877,Egypt
Renewable energy,64,2015,0.017636396,0.017636396,Egypt
Renewable energy,64,2016,0.0238135,0.0238135,Egypt
Renewable energy,64,2017,0.024409091,0.024409091,Egypt
Renewable energy,64,2018,0.031677299,0.031677299,Egypt
Renewable energy,64,2019,0.057664329,0.057664329,Egypt
Renewable energy,66,1965,,,Equatorial Guinea
Renewable energy,66,1966,,,Equatorial Guinea
Renewable energy,66,1967,,,Equatorial Guinea
Renewable energy,66,1968,,,Equatorial Guinea
Renewable energy,66,1969,,,Equatorial Guinea
Renewable energy,66,1970,,,Equatorial Guinea
Renewable energy,66,1971,,,Equatorial Guinea
Renewable energy,66,1972,,,Equatorial Guinea
Renewable energy,66,1973,,,Equatorial Guinea
Renewable energy,66,1974,,,Equatorial Guinea
Renewable energy,66,1975,,,Equatorial Guinea
Renewable energy,66,1976,,,Equatorial Guinea
Renewable energy,66,1977,,,Equatorial Guinea
Renewable energy,66,1978,,,Equatorial Guinea
Renewable energy,66,1979,,,Equatorial Guinea
Renewable energy,66,1980,,,Equatorial Guinea
Renewable energy,66,1981,,,Equatorial Guinea
Renewable energy,66,1982,,,Equatorial Guinea
Renewable energy,66,1983,,,Equatorial Guinea
Renewable energy,66,1984,,,Equatorial Guinea
Renewable energy,66,1985,,,Equatorial Guinea
Renewable energy,66,1986,,,Equatorial Guinea
Renewable energy,66,1987,,,Equatorial Guinea
Renewable energy,66,1988,,,Equatorial Guinea
Renewable energy,66,1989,,,Equatorial Guinea
Renewable energy,66,1990,,,Equatorial Guinea
Renewable energy,66,1991,,,Equatorial Guinea
Renewable energy,66,1992,,,Equatorial Guinea
Renewable energy,66,1993,,,Equatorial Guinea
Renewable energy,66,1994,,,Equatorial Guinea
Renewable energy,66,1995,,,Equatorial Guinea
Renewable energy,66,1996,,,Equatorial Guinea
Renewable energy,66,1997,,,Equatorial Guinea
Renewable energy,66,1998,,,Equatorial Guinea
Renewable energy,66,1999,,,Equatorial Guinea
Renewable energy,66,2000,,,Equatorial Guinea
Renewable energy,66,2001,,,Equatorial Guinea
Renewable energy,66,2002,,,Equatorial Guinea
Renewable energy,66,2003,,,Equatorial Guinea
Renewable energy,66,2004,,,Equatorial Guinea
Renewable energy,66,2005,,,Equatorial Guinea
Renewable energy,66,2006,,,Equatorial Guinea
Renewable energy,66,2007,,,Equatorial Guinea
Renewable energy,66,2008,,,Equatorial Guinea
Renewable energy,66,2009,,,Equatorial Guinea
Renewable energy,66,2010,,,Equatorial Guinea
Renewable energy,66,2011,,,Equatorial Guinea
Renewable energy,66,2012,,,Equatorial Guinea
Renewable energy,66,2013,,,Equatorial Guinea
Renewable energy,66,2014,,,Equatorial Guinea
Renewable energy,66,2015,,,Equatorial Guinea
Renewable energy,66,2016,,,Equatorial Guinea
Renewable energy,66,2017,,,Equatorial Guinea
Renewable energy,66,2018,,,Equatorial Guinea
Renewable energy,66,2019,,,Equatorial Guinea
Renewable energy,68,1965,,,Estonia
Renewable energy,68,1966,,,Estonia
Renewable energy,68,1967,,,Estonia
Renewable energy,68,1968,,,Estonia
Renewable energy,68,1969,,,Estonia
Renewable energy,68,1970,,,Estonia
Renewable energy,68,1971,,,Estonia
Renewable energy,68,1972,,,Estonia
Renewable energy,68,1973,,,Estonia
Renewable energy,68,1974,,,Estonia
Renewable energy,68,1975,,,Estonia
Renewable energy,68,1976,,,Estonia
Renewable energy,68,1977,,,Estonia
Renewable energy,68,1978,,,Estonia
Renewable energy,68,1979,,,Estonia
Renewable energy,68,1980,,,Estonia
Renewable energy,68,1981,,,Estonia
Renewable energy,68,1982,,,Estonia
Renewable energy,68,1983,,,Estonia
Renewable energy,68,1984,,,Estonia
Renewable energy,68,1985,0,0,Estonia
Renewable energy,68,1986,0,0,Estonia
Renewable energy,68,1987,0,0,Estonia
Renewable energy,68,1988,0,0,Estonia
Renewable energy,68,1989,0,0,Estonia
Renewable energy,68,1990,0,0,Estonia
Renewable energy,68,1991,0,0,Estonia
Renewable energy,68,1992,0,0,Estonia
Renewable energy,68,1993,0,0,Estonia
Renewable energy,68,1994,0,0,Estonia
Renewable energy,68,1995,0.00006,0.00006,Estonia
Renewable energy,68,1996,0.00005,0.00005,Estonia
Renewable energy,68,1997,0.00008,0.00008,Estonia
Renewable energy,68,1998,0.00012,0.00012,Estonia
Renewable energy,68,1999,0.00012,0.00012,Estonia
Renewable energy,68,2000,0.00013,0.00013,Estonia
Renewable energy,68,2001,0.000109286,0.000109286,Estonia
Renewable energy,68,2002,0.000280335,0.000280335,Estonia
Renewable energy,68,2003,0.000314827,0.000314827,Estonia
Renewable energy,68,2004,0.000376166,0.000376166,Estonia
Renewable energy,68,2005,0.0008415,0.0008415,Estonia
Renewable energy,68,2006,0.001099868,0.001099868,Estonia
Renewable energy,68,2007,0.001214438,0.001214438,Estonia
Renewable energy,68,2008,0.001625031,0.001755602,Estonia
Renewable energy,68,2009,0.004808167,0.004817893,Estonia
Renewable energy,68,2010,0.009565785,0.010022892,Estonia
Renewable energy,68,2011,0.010739854,0.011131654,Estonia
Renewable energy,68,2012,0.013309145,0.013700945,Estonia
Renewable energy,68,2013,0.011036277,0.011362812,Estonia
Renewable energy,68,2014,0.012341695,0.012864108,Estonia
Renewable energy,68,2015,0.013660714,0.013921899,Estonia
Renewable energy,68,2016,0.013481201,0.013677079,Estonia
Renewable energy,68,2017,0.021776198,0.021874158,Estonia
Renewable energy,68,2018,0.016995379,0.017724774,Estonia
Renewable energy,68,2019,0.017271682,0.018001077,Estonia
Renewable energy,74,1965,0,0,Finland
Renewable energy,74,1966,0,0,Finland
Renewable energy,74,1967,0,0,Finland
Renewable energy,74,1968,0,0,Finland
Renewable energy,74,1969,0,0,Finland
Renewable energy,74,1970,0,0,Finland
Renewable energy,74,1971,0,0,Finland
Renewable energy,74,1972,0,0,Finland
Renewable energy,74,1973,0,0,Finland
Renewable energy,74,1974,0,0,Finland
Renewable energy,74,1975,0,0,Finland
Renewable energy,74,1976,0,0,Finland
Renewable energy,74,1977,0,0,Finland
Renewable energy,74,1978,0,0,Finland
Renewable energy,74,1979,0,0,Finland
Renewable energy,74,1980,0,0,Finland
Renewable energy,74,1981,0,0,Finland
Renewable energy,74,1982,0,0,Finland
Renewable energy,74,1983,0,0,Finland
Renewable energy,74,1984,0,0,Finland
Renewable energy,74,1985,0,0,Finland
Renewable energy,74,1986,0,0,Finland
Renewable energy,74,1987,0,0,Finland
Renewable energy,74,1988,0,0,Finland
Renewable energy,74,1989,0,0,Finland
Renewable energy,74,1990,0.051565,0.051565,Finland
Renewable energy,74,1991,0.050001,0.050001,Finland
Renewable energy,74,1992,0.04953,0.04953,Finland
Renewable energy,74,1993,0.059631,0.059631,Finland
Renewable energy,74,1994,0.06473,0.06473,Finland
Renewable energy,74,1995,0.066196,0.066196,Finland
Renewable energy,74,1996,0.05901,0.05901,Finland
Renewable energy,74,1997,0.079088,0.079088,Finland
Renewable energy,74,1998,0.093573,0.093573,Finland
Renewable energy,74,1999,0.084134,0.084134,Finland
Renewable energy,74,2000,0.086667263,0.086667263,Finland
Renewable energy,74,2001,0.082293032,0.082293032,Finland
Renewable energy,74,2002,0.088812266,0.088840567,Finland
Renewable energy,74,2003,0.092055,0.092224807,Finland
Renewable energy,74,2004,0.102262933,0.102461041,Finland
Renewable energy,74,2005,0.093449821,0.093449821,Finland
Renewable energy,74,2006,0.105009304,0.105037618,Finland
Renewable energy,74,2007,0.096774413,0.096831,Finland
Renewable energy,74,2008,0.101261892,0.104498887,Finland
Renewable energy,74,2009,0.08523119,0.090614296,Finland
Renewable energy,74,2010,0.105872344,0.111233653,Finland
Renewable energy,74,2011,0.108868289,0.116808891,Finland
Renewable energy,74,2012,0.107575349,0.115472433,Finland
Renewable energy,74,2013,0.117264653,0.125945034,Finland
Renewable energy,74,2014,0.117475261,0.135806159,Finland
Renewable energy,74,2015,0.124373518,0.142680419,Finland
Renewable energy,74,2016,0.131384593,0.138127886,Finland
Renewable energy,74,2017,0.1447668,0.159489184,Finland
Renewable energy,74,2018,0.162064579,0.176097098,Finland
Renewable energy,74,2019,0.163654633,0.177497579,Finland
Renewable energy,79,1965,0,0,France
Renewable energy,79,1966,0.0039,0.0039,France
Renewable energy,79,1967,0.00605,0.00605,France
Renewable energy,79,1968,0.00926,0.00926,France
Renewable energy,79,1969,0.01067,0.01067,France
Renewable energy,79,1970,0.013702458,0.013702458,France
Renewable energy,79,1971,0.013918224,0.013918224,France
Renewable energy,79,1972,0.015151953,0.015151953,France
Renewable energy,79,1973,0.015500864,0.015500864,France
Renewable energy,79,1974,0.015770592,0.015770592,France
Renewable energy,79,1975,0.014158849,0.014158849,France
Renewable energy,79,1976,0.013329,0.013329,France
Renewable energy,79,1977,0.013745814,0.013745814,France
Renewable energy,79,1978,0.014183881,0.014183881,France
Renewable energy,79,1979,0.014840102,0.014840102,France
Renewable energy,79,1980,0.014710235,0.014710235,France
Renewable energy,79,1981,0.014921525,0.014921525,France
Renewable energy,79,1982,0.0152734,0.0152734,France
Renewable energy,79,1983,0.015587,0.015587,France
Renewable energy,79,1984,0.016223,0.016223,France
Renewable energy,79,1985,0.0165215,0.0165215,France
Renewable energy,79,1986,0.016628,0.016628,France
Renewable energy,79,1987,0.017506,0.017506,France
Renewable energy,79,1988,0.0177325,0.0177325,France
Renewable energy,79,1989,0.0184145,0.0184145,France
Renewable energy,79,1990,0.019132715,0.019132715,France
Renewable energy,79,1991,0.021024896,0.021024896,France
Renewable energy,79,1992,0.021359776,0.02163316,France
Renewable energy,79,1993,0.019780852,0.021140831,France
Renewable energy,79,1994,0.021635825,0.025631022,France
Renewable energy,79,1995,0.023357542,0.029671003,France
Renewable energy,79,1996,0.024330805,0.033800479,France
Renewable energy,79,1997,0.026895352,0.039289058,France
Renewable energy,79,1998,0.026765857,0.037445413,France
Renewable energy,79,1999,0.028944919,0.040073419,France
Renewable energy,79,2000,0.030392233,0.043669986,France
Renewable energy,79,2001,0.034486205,0.047934101,France
Renewable energy,79,2002,0.037599537,0.051700979,France
Renewable energy,79,2003,0.040336756,0.053283718,France
Renewable energy,79,2004,0.042737168,0.056856148,France
Renewable energy,79,2005,0.046911938,0.070848961,France
Renewable energy,79,2006,0.058071737,0.087110385,France
Renewable energy,79,2007,0.079407,0.137886125,France
Renewable energy,79,2008,0.09666559,0.191546557,France
Renewable energy,79,2009,0.119604444,0.220968215,France
Renewable energy,79,2010,0.14532184,0.244680563,France
Renewable energy,79,2011,0.182946951,0.281060341,France
Renewable energy,79,2012,0.225522,0.332853814,France
Renewable energy,79,2013,0.241076386,0.350359127,France
Renewable energy,79,2014,0.265505389,0.383302094,France
Renewable energy,79,2015,0.318422143,0.437270148,France
Renewable energy,79,2016,0.336772012,0.456319385,France
Renewable energy,79,2017,0.373271126,0.493790561,France
Renewable energy,79,2018,0.419849011,0.53906517,France
Renewable energy,79,2019,0.489454087,0.614023671,France
Renewable energy,82,1965,,,Gabon
Renewable energy,82,1966,,,Gabon
Renewable energy,82,1967,,,Gabon
Renewable energy,82,1968,,,Gabon
Renewable energy,82,1969,,,Gabon
Renewable energy,82,1970,,,Gabon
Renewable energy,82,1971,,,Gabon
Renewable energy,82,1972,,,Gabon
Renewable energy,82,1973,,,Gabon
Renewable energy,82,1974,,,Gabon
Renewable energy,82,1975,,,Gabon
Renewable energy,82,1976,,,Gabon
Renewable energy,82,1977,,,Gabon
Renewable energy,82,1978,,,Gabon
Renewable energy,82,1979,,,Gabon
Renewable energy,82,1980,,,Gabon
Renewable energy,82,1981,,,Gabon
Renewable energy,82,1982,,,Gabon
Renewable energy,82,1983,,,Gabon
Renewable energy,82,1984,,,Gabon
Renewable energy,82,1985,,,Gabon
Renewable energy,82,1986,,,Gabon
Renewable energy,82,1987,,,Gabon
Renewable energy,82,1988,,,Gabon
Renewable energy,82,1989,,,Gabon
Renewable energy,82,1990,,,Gabon
Renewable energy,82,1991,,,Gabon
Renewable energy,82,1992,,,Gabon
Renewable energy,82,1993,,,Gabon
Renewable energy,82,1994,,,Gabon
Renewable energy,82,1995,,,Gabon
Renewable energy,82,1996,,,Gabon
Renewable energy,82,1997,,,Gabon
Renewable energy,82,1998,,,Gabon
Renewable energy,82,1999,,,Gabon
Renewable energy,82,2000,,,Gabon
Renewable energy,82,2001,,,Gabon
Renewable energy,82,2002,,,Gabon
Renewable energy,82,2003,,,Gabon
Renewable energy,82,2004,,,Gabon
Renewable energy,82,2005,,,Gabon
Renewable energy,82,2006,,,Gabon
Renewable energy,82,2007,,,Gabon
Renewable energy,82,2008,,,Gabon
Renewable energy,82,2009,,,Gabon
Renewable energy,82,2010,,,Gabon
Renewable energy,82,2011,,,Gabon
Renewable energy,82,2012,,,Gabon
Renewable energy,82,2013,,,Gabon
Renewable energy,82,2014,,,Gabon
Renewable energy,82,2015,,,Gabon
Renewable energy,82,2016,,,Gabon
Renewable energy,82,2017,,,Gabon
Renewable energy,82,2018,,,Gabon
Renewable energy,82,2019,,,Gabon
Renewable energy,88,1965,0,0,Germany
Renewable energy,88,1966,0,0,Germany
Renewable energy,88,1967,0,0,Germany
Renewable energy,88,1968,0,0,Germany
Renewable energy,88,1969,0,0,Germany
Renewable energy,88,1970,0.009200202,0.009200202,Germany
Renewable energy,88,1971,0.010010282,0.010010282,Germany
Renewable energy,88,1972,0.010187487,0.010187487,Germany
Renewable energy,88,1973,0.010531048,0.010531048,Germany
Renewable energy,88,1974,0.0107625,0.0107625,Germany
Renewable energy,88,1975,0.011247102,0.011247102,Germany
Renewable energy,88,1976,0.012776852,0.012776852,Germany
Renewable energy,88,1977,0.012465839,0.012465839,Germany
Renewable energy,88,1978,0.01317466,0.01317466,Germany
Renewable energy,88,1979,0.014433178,0.014433178,Germany
Renewable energy,88,1980,0.019662538,0.019662538,Germany
Renewable energy,88,1981,0.018042377,0.018042377,Germany
Renewable energy,88,1982,0.01798813,0.01798813,Germany
Renewable energy,88,1983,0.015402382,0.015402382,Germany
Renewable energy,88,1984,0.016429448,0.016429448,Germany
Renewable energy,88,1985,0.016440297,0.016440297,Germany
Renewable energy,88,1986,0.015965696,0.015965696,Germany
Renewable energy,88,1987,0.014478493,0.014478493,Germany
Renewable energy,88,1988,0.016458818,0.016458818,Germany
Renewable energy,88,1989,0.017752679,0.017752679,Germany
Renewable energy,88,1990,0.01507,0.01507,Germany
Renewable energy,88,1991,0.01572,0.01572,Germany
Renewable energy,88,1992,0.01837,0.018554936,Germany
